Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
Kia,Cadenza,Saudi,Black,Full,3.3,Gas,Automatic,88000,Riyadh,83000,8
Honda,Accord,Gulf Arabic,White,Standard,1.5,Gas,Automatic,28000,Qassim,88000,6
Hyundai,Sonata,Saudi,Black,Semi Full,2.4,Gas,Automatic,226000,Riyadh,41000,8
GMC,Yukon,Saudi,Black,Standard,4.0,Gas,Automatic,107,Riyadh,125000,8
Honda,City,Saudi,White,Standard,1.5,Gas,Automatic,92000,Dammam,28000,8
Hyundai,Accent,Saudi,Grey,Standard,1.6,Gas,Automatic,114000,Qassim,37000,7
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,71000,Dammam,27500,8
Toyota,Camry,Gulf Arabic,White,Full,2.5,Gas,Automatic,61811,Qassim,68000,8
Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,25000,Dammam,110000,5
Hyundai,Accent,Saudi,Blue,Standard,1.4,Gas,Automatic,7000,Dammam,42500,6
Audi,A8,Saudi,Brown,Full,5.0,Gas,Automatic,85000,Makkah,180000,10
Chevrolet,Tahoe,Saudi,White,Full,5.3,Gas,Automatic,35000,Tabouk,35000,18
Mazda,3,Gulf Arabic,Navy,Semi Full,1.6,Gas,Automatic,70000,Jeddah,46000,7
Lexus,ES,Saudi,Brown,Semi Full,3.5,Gas,Automatic,246398,Riyadh,85000,10
Hyundai,H1,Saudi,White,Standard,2.7,Gas,Automatic,144000,Riyadh,50000,10
Nissan,VTC,Saudi,Brown,Standard,4.0,Gas,Automatic,317109,Riyadh,35000,19
Fiat,Doblo,Saudi,White,Standard,1.4,Gas,Manual,28400,Riyadh,20000,9
MG,RX8,Saudi,White,Full,2.0,Gas,Automatic,4000,Aseer,105000,4
GMC,Yukon,Saudi,Black,Semi Full,4.5,Gas,Automatic,115000,Jazan,80000,15
Chevrolet,Aveo,Other,Silver,Semi Full,1.6,Gas,Automatic,118000,Riyadh,20000,8
Ford,Explorer,Other,Another Color,Standard,6.6,Gas,Automatic,190000,Jeddah,20000,15
Toyota,Land Cruiser,Gulf Arabic,Blue,Full,4.5,Gas,Automatic,285,Al-Baha,65000,19
Kia,Cerato,Saudi,White,Semi Full,1.6,Gas,Automatic,159,Jeddah,33000,9
GMC,Sierra,Saudi,Black,Full,5.3,Gas,Automatic,112000,Aseer,77000,10
Lexus,RX,Saudi,Black,Semi Full,3.5,Gas,Automatic,71000,Riyadh,130000,8
Toyota,Land Cruiser,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,270000,Riyadh,86000,11
Peugeot,5008,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,34000,Riyadh,85000,7
Nissan,Armada,Saudi,Black,Standard,5.6,Gas,Automatic,240000,Riyadh,30000,18
Genesis,G80,Saudi,Blue,Standard,3.8,Gas,Automatic,140000,Makkah,84000,9
Hyundai,Santa fe,Other,Navy,Semi Full,3.3,Diesel,Automatic,50100,Riyadh,69000,9
Changan,CS95,Saudi,Black,Semi Full,2.0,Gas,Automatic,45000,Hafar Al-Batin,88000,5
Toyota,Prado,Gulf Arabic,Golden,Semi Full,4.0,Gas,Automatic,270000,Riyadh,80000,12
Dodge,Durango,Other,Blue,Semi Full,6.0,Gas,Automatic,315,Riyadh,20000,13
Toyota,Land Cruiser,Other,White,Full,4.5,Gas,Manual,160000,Jazan,125000,18
Mercedes,E,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,250000,Jeddah,105000,7
Chevrolet,Tahoe,Saudi,Golden,Semi Full,5.3,Gas,Automatic,248000,Al-Ahsa,49000,12
Toyota,FJ,Gulf Arabic,White,Full,4.0,Gas,Automatic,200000,Aseer,88000,10
Porsche,Cayenne,Saudi,Black,Full,3.6,Gas,Automatic,277000,Jeddah,42000,16
Ford,Mustang,Saudi,Red,Full,4.6,Gas,Automatic,195,Makkah,27000,18
Ford,Expedition,Saudi,Grey,Semi Full,5.4,Gas,Automatic,150000,Riyadh,52000,11
GMC,Yukon,Saudi,Another Color,Standard,5.5,Gas,Automatic,88000,Riyadh,145000,7
Toyota,Avanza,Saudi,White,Standard,1.6,Gas,Automatic,160000,Riyadh,28000,9
Chevrolet,Impala,Saudi,Blue,Full,3.6,Gas,Automatic,212000,Riyadh,64000,10
Toyota,Camry,Saudi,Another Color,Standard,2.5,Gas,Automatic,376580,Jazan,28000,12
Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,19190,Jeddah,55000,7
Nissan,Datsun,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,300,Makkah,23000,12
Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,119000,Hail,55000,10
Toyota,Camry,Saudi,Silver,Semi Full,2.4,Gas,Manual,85000,Aseer,52000,14
Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,145000,Dammam,95000,14
Nissan,Sentra,Saudi,Silver,Semi Full,1.6,Gas,Automatic,78000,Riyadh,38000,7
Toyota,Corolla,Saudi,Golden,Semi Full,1.6,Gas,Automatic,107000,Riyadh,39000,8
Nissan,KICKS,Saudi,Grey,Semi Full,1.6,Gas,Automatic,200,Riyadh,66000,5
HAVAL,H6,Saudi,Black,Semi Full,2.0,Gas,Automatic,5000,Dammam,70000,5
Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,400,Riyadh,35000,16
Ford,Expedition,Saudi,Red,Standard,5.4,Gas,Automatic,360,Riyadh,32000,16
Chevrolet,Suburban,Saudi,White,Standard,5.3,Gas,Automatic,255,Riyadh,36000,16
Ford,Explorer,Saudi,Navy,Full,2.0,Gas,Automatic,40000,Qassim,90000,10
Peugeot,3008,Saudi,Grey,Full,1.5,Gas,Automatic,76335,Riyadh,30000,11
Chevrolet,Caprice,Saudi,White,Semi Full,6.0,Gas,Automatic,135000,Riyadh,32000,16
Lexus,LS,Saudi,Another Color,Full,4.6,Gas,Automatic,103000,Khobar,170000,10
Dodge,Durango,Saudi,White,Standard,3.6,Gas,Automatic,61000,Jeddah,72000,9
Ford,Taurus,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,175000,Makkah,56008,9
Toyota,Hilux,Saudi,White,Full,2.8,Gas,Automatic,97000,Jeddah,91000,9
Mazda,6,Other,Silver,Full,2.5,Gas,Automatic,199000,Tabouk,42000,9
Nissan,Datsun,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,71000,Makkah,40000,9
Nissan,Sunny,Saudi,White,Semi Full,1.5,Gas,Automatic,116000,Riyadh,30000,6
Toyota,Prado,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,198000,Jeddah,76000,11
Chevrolet,Tahoe,Saudi,Grey,Standard,5.3,Gas,Automatic,304000,Jubail,50000,14
Nissan,Navara,Other,White,Full,2.5,Gas,Automatic,19000,Jeddah,38000,10
Ford,Taurus,Other,White,Semi Full,3.5,Gas,Automatic,61000,Dammam,73000,8
BMW,The 3,Saudi,White,Semi Full,2.0,Gas,Automatic,156000,Riyadh,45000,12
Mazda,CX5,Gulf Arabic,Silver,Standard,2.5,Gas,Automatic,110000,Riyadh,41000,11
Toyota,Fortuner,Saudi,White,Semi Full,4.0,Gas,Automatic,18000,Dammam,128500,5
Ford,Echo Sport,Saudi,Black,Standard,1.5,Gas,Automatic,217000,Riyadh,25000,9
GMC,Sierra,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,283000,Dammam,29000,19
Toyota,Yaris,Saudi,Brown,Full,1.5,Gas,Automatic,2100,Dammam,50000,5
Toyota,Sequoia,Saudi,White,Full,5.7,Gas,Automatic,134000,Riyadh,90000,9
Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,77000,Jeddah,38000,6
Mitsubishi,Pajero,Saudi,Brown,Standard,3.5,Gas,Automatic,264000,Khobar,38000,10
Toyota,Camry,Saudi,Brown,Standard,2.5,Gas,Automatic,47000,Riyadh,67000,6
Hyundai,Bus County,Saudi,Bronze,Full,3.0,Diesel,Manual,44000,Jeddah,97000,9
Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,142000,Dammam,53000,5
Chrysler,S300,Other,White,Semi Full,3.6,Gas,Automatic,109000,Dammam,74000,10
Ford,Ranger,Saudi,White,Full,2.2,Gas,Manual,168000,Riyadh,24000,14
Mazda,3,Saudi,Grey,Standard,2.0,Gas,Automatic,101000,Al-Medina,44000,6
GMC,Sierra,Saudi,Red,Semi Full,5.3,Gas,Automatic,205000,Riyadh,98000,9
Changan,Alsvin,Saudi,White,Standard,1.4,Gas,Automatic,41600,Riyadh,28000,5
Toyota,Aurion,Saudi,White,Standard,1.0,Gas,Automatic,245,Makkah,55000,11
Fiat,500,Saudi,Another Color,Full,1.4,Gas,Automatic,17000,Dammam,70000,6
Mazda,BT-50,Saudi,White,Standard,2.5,Gas,Manual,277000,Jubail,19000,15
Hyundai,Accent,Saudi,White,Semi Full,1.4,Gas,Automatic,183000,Dammam,24500,8
Lexus,ES,Saudi,Silver,Standard,2.5,Gas,Automatic,13500,Jazan,172500,4
Ford,Taurus,Saudi,Grey,Semi Full,4.4,Gas,Automatic,10000,Al-Namas,25000,15
Nissan,X-Trail,Saudi,Brown,Semi Full,2.5,Gas,Automatic,24000,Al-Medina,70000,5
Kia,Rio,Saudi,Bronze,Standard,1.4,Gas,Automatic,72000,Dammam,36500,6
INFINITI,QX,Saudi,Oily,Full,5.4,Gas,Automatic,205000,Riyadh,77000,13
Nissan,Sunny,Saudi,Brown,Standard,1.5,Gas,Automatic,42000,Dammam,34000,6
Ford,Expedition,Saudi,White,Semi Full,3.5,Gas,Automatic,109000,Riyadh,72000,9
Mercedes,S,Saudi,Brown,Full,3.5,Gas,Automatic,174000,Riyadh,72000,16
Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,63000,Qassim,53000,7
Ford,Taurus,Saudi,Red,Semi Full,3.5,Gas,Automatic,118000,Dammam,65000,9
GMC,Yukon,Saudi,White,Semi Full,6.2,Gas,Automatic,360000,Jazan,22000,15
Toyota,Land Cruiser,Gulf Arabic,White,Full,1.5,Gas,Automatic,310000,Riyadh,81000,15
Ford,Expedition,Gulf Arabic,White,Semi Full,5.4,Gas,Automatic,204000,Riyadh,45000,11
Hyundai,Accent,Saudi,Blue,Standard,1.4,Gas,Automatic,65392,Al-Ahsa,37000,6
Nissan,VTC,Gulf Arabic,White,Standard,4.8,Gas,Manual,244000,Qassim,50000,11
Toyota,Corolla,Other,Silver,Standard,1.6,Gas,Automatic,254000,Dammam,21000,13
BMW,The 7,Saudi,Black,Semi Full,2.0,Gas,Automatic,197000,Jeddah,50000,13
Renault,Fluence,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Dammam,20000,10
Hyundai,Elantra,Gulf Arabic,White,Full,2.0,Gas,Automatic,140,Riyadh,38000,10
Ford,Expedition,Saudi,Black,Standard,5.4,Gas,Automatic,140,Riyadh,50000,11
Hyundai,Sonata,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,94000,Makkah,50000,9
Mercury,Marquis,Other,Silver,Full,4.6,Gas,Automatic,171000,Riyadh,27000,17
Kia,Cadenza,Saudi,Brown,Semi Full,3.3,Gas,Automatic,17000,Yanbu,95000,5
Ford,Victoria,Saudi,Black,Standard,4.6,Gas,Automatic,176000,Khobar,50000,14
Volkswagen,Passat,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,216000,Jeddah,22000,13
Mercedes,S,Other,Grey,Semi Full,5.5,Gas,Automatic,228000,Al-Ahsa,63000,15
Hummer,H2,Saudi,Blue,Full,6.2,Gas,Automatic,208,Riyadh,96000,17
Chevrolet,Traverse,Other,Another Color,Standard,2.5,Gas,Automatic,320000,Riyadh,23000,14
Toyota,Camry,Saudi,White,Full,2.4,Gas,Manual,360000,Makkah,19000,17
Toyota,Rav4,Saudi,Black,Full,2.5,Gas,Automatic,155,Riyadh,55000,11
Geely,Emgrand,Saudi,Blue,Semi Full,1.8,Gas,Automatic,70000,Riyadh,35000,6
Nissan,Altima,Saudi,Brown,Semi Full,2.5,Gas,Automatic,139000,Riyadh,36000,11
Toyota,Prado,Saudi,White,Semi Full,6.0,Gas,Automatic,180,Qassim,91000,9
GMC,Acadia,Saudi,White,Semi Full,3.6,Gas,Automatic,298000,Aseer,75000,8
Toyota,Avalon,Gulf Arabic,White,Full,3.5,Gas,Automatic,100000,Riyadh,87000,10
Toyota,Land Cruiser,Gulf Arabic,White,Full,1.0,Gas,Automatic,495,Riyadh,90000,12
Honda,Odyssey,Saudi,Another Color,Standard,3.5,Gas,Automatic,40000,Jeddah,100000,5
Toyota,Avanza,Saudi,Blue,Standard,1.6,Gas,Automatic,217,Jeddah,37500,9
Toyota,Land Cruiser,Saudi,White,Full,3.8,Gas,Automatic,60048,Jeddah,173000,7
Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,180000,Jeddah,52000,11
Toyota,Land Cruiser Pickup,Saudi,Another Color,Full,4.0,Gas,Manual,73000,Jeddah,103000,12
Lexus,ES,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,127000,9
Hyundai,Sonata,Saudi,Grey,Semi Full,1.6,Gas,Automatic,450,Aseer,18000,14
Mazda,6,Saudi,Black,Standard,2.5,Gas,Automatic,66000,Dammam,72000,6
Toyota,Land Cruiser 70,Saudi,White,Semi Full,4.0,Gas,Manual,352500,Hail,58000,14
Mercedes,C,Other,White,Full,2.0,Gas,Automatic,82000,Dammam,109000,10
MG,5,Saudi,Black,Semi Full,1.5,Gas,Automatic,3400,Al-Baha,42000,4
Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,7000,Qassim,172000,5
Toyota,Land Cruiser Pickup,Gulf Arabic,Bronze,Standard,4.0,Gas,Manual,25471,Qassim,122000,8
Mazda,CX9,Saudi,Grey,Full,2.5,Gas,Automatic,62000,Qassim,76000,10
Toyota,FJ,Saudi,White,Full,2.7,Gas,Automatic,230000,Qassim,85000,10
BMW,The 3,Saudi,Grey,Full,2.0,Gas,Automatic,96000,Dammam,90000,7
Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,240000,Jeddah,35000,8
Ford,Edge,Saudi,Silver,Standard,3.6,Gas,Automatic,197000,Riyadh,62000,9
Mercedes,C,Other,Grey,Full,2.0,Gas,Automatic,186000,Makkah,108000,9
Changan,Alsvin,Saudi,White,Standard,1.5,Gas,Automatic,11000,Riyadh,32500,4
Hyundai,Elantra,Saudi,Another Color,Standard,2.0,Gas,Automatic,289000,Aseer,21000,13
Lexus,ES,Gulf Arabic,Bronze,Semi Full,2.6,Gas,Automatic,92000,Dammam,98000,9
INFINITI,FX,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,170,Jazan,25000,18
Chevrolet,Tahoe,Other,Black,Full,5.3,Gas,Automatic,127000,Dammam,155000,7
Hyundai,H1,Saudi,White,Standard,2.4,Gas,Automatic,179767,Riyadh,52000,7
Toyota,Land Cruiser,Saudi,White,Full,1.5,Gas,Automatic,360000,Riyadh,83000,15
Ford,Explorer,Saudi,Black,Standard,3.5,Gas,Automatic,336000,Dammam,35000,13
Lexus,ES,Other,White,Semi Full,3.5,Gas,Automatic,95000,Al-Ahsa,103000,9
Land Rover,Range Rover,Other,Grey,Full,2.8,Gas,Automatic,102000,Al-Ahsa,158000,10
Ford,Fusion,Other,Blue,Semi Full,1.5,Gas,Automatic,125000,Al-Ahsa,57000,7
Mazda,6,Other,Black,Semi Full,2.0,Gas,Manual,172000,Al-Ahsa,45000,9
Ford,Taurus,Other,Black,Standard,3.5,Gas,Automatic,118000,Dammam,73000,8
Toyota,Corolla,Saudi,Grey,Standard,1.6,Gas,Automatic,28000,Riyadh,44000,8
Mitsubishi,Pajero,Gulf Arabic,White,Full,3.8,Gas,Automatic,193000,Jeddah,58000,9
Nissan,Datsun,Saudi,White,Standard,1.0,Gas,Manual,333000,Makkah,18000,13
Hyundai,Sonata,Saudi,Grey,Semi Full,2.4,Gas,Automatic,96460,Riyadh,49000,9
Toyota,Camry,Saudi,Bronze,Standard,2.5,Gas,Automatic,88000,Riyadh,70000,6
Hyundai,Elantra,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,10000,Dammam,63000,5
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,309000,Al-Medina,45000,11
Ford,Edge,Saudi,Black,Semi Full,3.5,Gas,Automatic,217000,Al-Ahsa,32000,12
Toyota,Fortuner,Saudi,White,Semi Full,2.4,Diesel,Automatic,120000,Al-Jouf,92000,9
Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,6000,Jeddah,85000,8
Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,12000,Jeddah,80000,8
Ford,Edge,Saudi,White,Standard,3.5,Gas,Automatic,89000,Jeddah,68000,8
Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,72000,Jeddah,60000,6
Hyundai,Elantra,Saudi,Navy,Semi Full,2.0,Gas,Automatic,55000,Jeddah,60000,6
Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,139000,Jeddah,43000,8
Kia,Optima,Saudi,White,Full,2.0,Gas,Automatic,240000,Jeddah,33000,10
Nissan,Datsun,Saudi,White,Semi Full,2.0,Gas,Manual,130000,Jeddah,32000,10
Bentley,Flying Spur,Saudi,Navy,Full,6.0,Gas,Automatic,183000,Jeddah,100000,14
Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,155000,Jeddah,75000,9
GMC,Sierra,Saudi,Black,Semi Full,5.2,Gas,Automatic,180000,Jeddah,72000,9
Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,130000,Jeddah,67000,8
Kia,Sportage,Saudi,Black,Standard,1.6,Gas,Automatic,46000,Jeddah,65000,6
Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,135000,Jeddah,61000,8
Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,130000,Jeddah,55000,9
Honda,Odyssey,Saudi,Another Color,Full,2.4,Gas,Automatic,100000,Jeddah,53000,10
Honda,Civic,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,61000,Jeddah,45000,7
Honda,Civic,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Jeddah,45000,7
Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,135000,Jeddah,45000,8
Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,100000,Jeddah,44000,7
Toyota,Corolla,Saudi,Grey,Standard,1.6,Gas,Automatic,68000,Jeddah,44000,7
Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,240000,Jeddah,41000,8
Nissan,Altima,Saudi,White,Standard,2.5,Gas,Automatic,88000,Jeddah,37000,8
Nissan,Altima,Saudi,White,Standard,2.5,Gas,Automatic,181000,Jeddah,37000,8
Kia,Cerato,Saudi,White,Semi Full,1.6,Gas,Automatic,150000,Jeddah,30000,9
Kia,Cerato,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,112000,Jeddah,30000,9
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,138000,Jeddah,24000,8
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,88000,Jeddah,24000,7
Nissan,Sunny,Saudi,White,Standard,1.5,Gas,Automatic,200000,Jeddah,20000,9
Toyota,Prado,Saudi,White,Full,1.6,Gas,Automatic,55000,Jubail,130000,10
Changan,Eado,Saudi,Red,Semi Full,1.6,Gas,Automatic,91000,Dammam,43000,5
Ford,Taurus,Other,White,Full,3.5,Gas,Automatic,121000,Dammam,82000,10
Changan,Eado,Saudi,White,Semi Full,1.6,Gas,Automatic,64695,Riyadh,42000,5
Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,113000,Riyadh,105000,6
Jeep,Grand Cherokee,Saudi,Black,Semi Full,5.7,Gas,Automatic,175000,Jubail,70000,11
Honda,Civic,Saudi,Silver,Standard,1.6,Gas,Automatic,86000,Makkah,40000,8
Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,61000,Dammam,38000,6
Land Rover,Range Rover,Saudi,White,Full,3.0,Gas,Automatic,195000,Dammam,170000,11
Mercedes,GL,Saudi,White,Full,4.6,Gas,Automatic,139000,Dammam,135000,11
BMW,The 6,Saudi,Black,Full,3.0,Gas,Automatic,108000,Dammam,120000,12
Lexus,IS,Gulf Arabic,White,Full,3.5,Gas,Automatic,89000,Dammam,128000,9
Nissan,Sentra,Saudi,White,Standard,1.6,Gas,Automatic,139000,Riyadh,36000,9
Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,50000,Riyadh,53000,7
Hyundai,Accent,Saudi,Brown,Standard,1.4,Gas,Automatic,91000,Riyadh,32000,6
Ford,F150,Saudi,Brown,Semi Full,5.4,Gas,Automatic,13000,Dammam,108000,6
Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,194000,Riyadh,80000,7
Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,36000,Al-Ahsa,43000,6
Dodge,Durango,Saudi,Grey,Semi Full,3.6,Gas,Automatic,244000,Al-Namas,52000,11
Kia,Optima,Saudi,Navy,Semi Full,2.4,Gas,Automatic,173588,Riyadh,36500,10
Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,230000,Dammam,35000,11
Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,48933,Riyadh,50000,7
Toyota,Fortuner,Saudi,White,Semi Full,4.0,Gas,Automatic,40000,Dammam,132000,5
Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,99000,Al-Ahsa,129000,8
Kia,Optima,Gulf Arabic,Silver,Full,2.4,Gas,Automatic,200,Al-Medina,45000,11
Nissan,Datsun,Saudi,White,Full,2.4,Gas,Manual,147000,Jazan,45000,10
Toyota,Avalon,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,60000,Tabouk,115000,6
Hyundai,Sonata,Saudi,Another Color,Standard,2.4,Gas,Automatic,7400,Aseer,58000,7
Mazda,CX9,Saudi,Another Color,Full,3.7,Gas,Automatic,124,Qassim,57000,9
FAW,B50,Saudi,Black,Full,1.4,Gas,Automatic,89000,Jeddah,25000,9
GMC,Sierra,Saudi,Black,Standard,5.3,Gas,Automatic,8900,Al-Jouf,130000,6
Hyundai,Elantra,Saudi,White,Full,2.0,Gas,Automatic,245000,Aseer,30000,10
Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,16700,Jeddah,52000,12
Toyota,Avalon,Saudi,White,Semi Full,3.5,Gas,Automatic,6500,Riyadh,140000,4
Cadillac,ATS,Gulf Arabic,Black,Full,2.0,Gas,Automatic,51000,Riyadh,125000,7
Toyota,Avalon,Saudi,Black,Full,3.5,Gas,Automatic,150000,Makkah,58000,14
Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,220000,Riyadh,68000,9
Toyota,Rav4,Gulf Arabic,White,Full,2.5,Gas,Automatic,84000,Jubail,85000,7
Ford,Ranger,Saudi,Navy,Standard,2.2,Diesel,Manual,9000,Abha,85000,4
Hyundai,Sonata,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,20000,Riyadh,36000,8
Mazda,3,Saudi,White,Standard,1.6,Gas,Automatic,200000,Riyadh,25000,10
Geely,Other,Saudi,Blue,Full,1.4,Gas,Automatic,45000,Riyadh,36000,8
Chevrolet,Caprice,Saudi,White,Standard,6.0,Gas,Automatic,266000,Riyadh,37000,12
Ford,Victoria,Saudi,Black,Semi Full,4.6,Gas,Automatic,130000,Dammam,70000,10
Cadillac,Escalade,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,130000,Dammam,180000,9
Kia,Mohave,Saudi,White,Standard,3.8,Gas,Automatic,192,Dammam,39000,11
Ford,Taurus,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000,11
GMC,Yukon,Saudi,White,Full,2.7,Gas,Automatic,300,Jeddah,55000,12
Hyundai,Other,Saudi,Black,Full,2.4,Gas,Automatic,3330,Aseer,25000,13
Hyundai,Tucson,Saudi,Silver,Standard,2.0,Gas,Automatic,120000,Jeddah,62000,7
Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,18000,Jeddah,77000,8
Toyota,FJ,Saudi,White,Full,4.0,Gas,Automatic,148,Tabouk,98000,9
Toyota,Camry,Saudi,Blue,Full,2.5,Gas,Automatic,31000,Al-Baha,75000,8
Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,60000,Jeddah,75000,9
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000,9
Mazda,6,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000,11
Nissan,Datsun,Saudi,White,Semi Full,2.0,Gas,Manual,85000,Al-Medina,45000,16
Toyota,Land Cruiser,Saudi,White,Full,4.5,Gas,Automatic,311100,Al-Medina,63000,19
Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,288000,Al-Medina,36000,17
Toyota,Land Cruiser Pickup,Saudi,Bronze,Standard,6.0,Gas,Manual,192000,Al-Medina,73000,11
INFINITI,QX,Saudi,Grey,Full,5.6,Gas,Automatic,185000,Dammam,119000,9
Toyota,Camry,Saudi,Grey,Standard,2.4,Gas,Automatic,133000,Riyadh,48000,8
Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,73000,Dammam,48500,6
Ford,Taurus,Other,Brown,Semi Full,3.5,Gas,Automatic,104000,Dammam,74000,10
Dodge,Charger,Other,Blue,Semi Full,3.6,Gas,Automatic,89000,Dammam,109000,7
Kia,Carnival,Other,White,Semi Full,2.0,Gas,Automatic,85000,Dammam,64000,9
Chrysler,S300,Other,Navy,Full,3.5,Gas,Automatic,66000,Dammam,122000,7
Ford,Flex,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,49000,11
Ford,Taurus,Other,Grey,Full,3.5,Gas,Automatic,131000,Dammam,73000,8
Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,22000,Hafar Al-Batin,41500,6
Toyota,FJ,Other,White,Full,4.0,Gas,Automatic,270,Tabouk,60000,13
Hyundai,Elantra,Other,Silver,Semi Full,1.6,Gas,Automatic,169,Riyadh,20000,12
Nissan,VTC,Other,White,Full,4.8,Gas,Automatic,39000,Abha,145000,6
Chevrolet,Impala,Gulf Arabic,White,Standard,3.6,Gas,Automatic,255000,Khobar,43000,11
Hyundai,Elantra,Saudi,Grey,Full,2.0,Gas,Automatic,140000,Jeddah,47000,8
Chrysler,300,Saudi,Black,Semi Full,5.7,Gas,Automatic,272000,Riyadh,45000,11
Toyota,Prado,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000,9
GMC,Sierra,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Dammam,155000,5
Toyota,Hilux,Other,White,Full,2.7,Gas,Automatic,208,Hail,77000,9
Chevrolet,Caprice,Saudi,Black,Semi Full,6.0,Gas,Automatic,235000,Tabouk,65000,10
Honda,Accord,Saudi,White,Semi Full,2.4,Gas,Automatic,300,Riyadh,45000,11
Mitsubishi,Pajero,Saudi,White,Semi Full,3.5,Gas,Automatic,159000,Dammam,55000,8
Honda,Accord,Saudi,White,Semi Full,4.0,Gas,Automatic,349000,Riyadh,48000,11
Chevrolet,Suburban,Saudi,Another Color,Full,5.3,Gas,Automatic,70000,Al-Baha,160000,10
GMC,Sierra,Saudi,Silver,Full,5.3,Gas,Automatic,334,Riyadh,45000,12
Lexus,ES,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000,9
Geely,EC7,Saudi,Black,Full,1.6,Gas,Automatic,229000,Jeddah,18000,11
